original_comment,comment,sentiment
Ya Allah semoga negara kita membaik ekonominya. Semoga ada kenaikan gaji bagi PNS di tahun depan. Semoga utang negara bisa berkurang dan pemerintah bisa menaikkan UMR.,nya allah moga negara baik ekonomi moga naik gaji pns salur tahun depan moga utang negara kurang perintah naik umr,Netral
Mau usaha apa klu daya beli lesuh jdi UMKM berfikir mau ambil kredit.,mau usaha apa kalau daya beli lesuh jadi umkm pikir mau ambil kredit,Negatif
Menkiu yg baru  punya daya pikir yg kuat ttg ekonomi,menteri uang baru punya daya pikir kuat ekonomi,Positif
TERNYATA SRI SELAMA INI NYIMPEN DUIT TERUS KOCAKKK😂😂,nyata sri lama simpan duit terus kocak,Positif
"""Insanity is doing the same thing over and over with expectation of a different outcome. Albert Einstein"", Indonesia sudah butuh gebrakan kebijakan fiskal, menggunakan cara yg lama pasti hasilnya pun akan jg sama, saya setuju dengan pak purbaya walaupun msh blm pasti hasil spt apa, tp patut di apresiasi beliau punya keberanian merubah kebijakan yg 10 thn sudah berlangsung.",insanity is doing the same thing over and over with expectation of different outcome albert einstein indonesia butuh gebrak bijak fiskal guna cara lama hasil saling tuju pak purbaya walaupun belum hasil apa patut salur apresiasi beliau punya berani rubah bijak tahun langsung,Positif
Harapan baru rakyat Indonesia : Pak Purbaya,harap baru rakyat indonesia pak purbaya,Positif
Resikonya ya buat bancaan para koruptor 😂😂😂,resiko nya buat bancak koruptor,Negatif
Ini mentri yg TEPAT..,menteri tepat,Positif
kayaknya lebih pro rakyat,kayak lebih pro rakyat,Positif
"Ajak leading sektor ekonomi pak..perindustrian, perdagangan, pariwisata,pertanian, peternakan,dll jg bumn...sbg kepanjangan tangan lwt pos,Telkom dll...dulu ada tuh istilah bpk angkat ,ada pendampingan hingga pelaku usaha berhasil ..",ajak lini sektor ekonomi pak industri dagang pariwisata ikan terna dulu bumn panjang tangan lewat pos telkom dulu dulu istilah bapak angkat damping hingga laku usaha hasil,Positif
"saran saya jadikan KUR aja dananya, jadi kredit bisa disalurkan lebih kencang dengan bunga rendah dan tetap diasuransikan ke Jamkrindo/Askrindo untuk mengurangi resiko kredit macet",saran jadi kur dana jadi kredit salur lebih kencang bunga rendah tetap asuransi jamkrindoaskrindo kurang risiko kredit macet,Positif
Npa gk di masukan ke rek sya pak menteri.. Sikit juga gak pa😁🤭,npa tidak salur masuk rekening pak menteri sikit tidak apa,Netral
setuju .biar KUR atau pinjaman usaha bersaing otomatis bunga lebih murah,tuju biar kur pinjam usaha saing otomatis bunga lebih murah,Positif
"mau 200T lagi gampang, geledah rumah hakim2 dan polisi korup, pasti. dapet 1T 1 orang",mau gampang geledah rumah hakim polisi korupsi dapat orang,Netral
Kebijakan Menkeu Purbaya soal MONETER & FISKAL yg akan dijalankan selaras seiring HARMONI patut didukung semua pihak untuk PERUBAHAN baru ekonomi Indonesia,bijak menteri uang purbaya soal moneter fiskal jalan selaras iring harmoni patut dukung semua pihak ubah baru ekonomi indonesia,Positif
Sehat selalu pk Purbaya,sehat selalu pakai purbaya,Positif
Kasih kesempatan buat PaK Purbaya .. semua butuh proses bukan protes .,beri sempat buat pak purbaya semua butuh proses bukan protes,Positif
"Konsumsi harus naik, investasi naik, belanja pemerintah naik, ekspor naik, dan import turun. pasti pertumbuhan naik. Inflasi wajar naik.",konsumsi naik investasi naik belanja perintah naik ekspor naik impor turun tumbuh naik inflasi wajar naik,Netral
semoga amanah yg dikasih dana,moga amanah kasih dana,Netral
Dana buat kredit di masyarat.......Kredit nya di buat makan sehari hari.........,dana buat kredit salur masyarakat kredit nya salur buat makan hari hari,Negatif
Semoga menke RI baru pak Purbaya membawa ekonomi Indonesia menuju baik rakyat makmur phk tidak ada kemiskinan tidak ada sejahtera amin amin yra ❤❤❤❤,moga menteri uang ri baru pak purbaya bawa ekonomi indonesia tuju baik rakyat makmur pihak tidak miskin tidak sejahtera amin amin,Positif
"Ekspansi diperlukan tetapi kehati-hatian juga penting. Ekspansi diharapkan mendorong pertumbuhan, tetapi ada unsur resikonya, karena dana yg digelontorkan ini melalui sistem perbankan, maka oleh perbankan akan disalurkan ke kredit. Ancaman nya adalah kegagalan kredit, oleh karena itu agar kredit tidak gagal kehati-hatian tetap harus dijaga..  Sisi lain dengan digelontorkan nya cadangan ini ke perbankan, maka cadangan akan berkurang, shg kemampuan pertahanan jika terjadi krisis juga berkurang, dan kondisi saat ini tidak semata masalah dalam negeri, harus diakui ada faktor global yg mempengaruhi. Jadi ancaman krisis tidak bisa dipastikan tidak akan terjadi, kemungkinannya masih ada, jadi hati hati dengan tingkat cadangan, jangan semata-mata memandang cadangan tersebut sebagai uang nganggur..",ekspansi perlu kehatihatian penting ekspansi harap dorong tumbuh unsur resiko dana kucur lalu sistem perban perban salur kredit ancam nya gagal kredit kredit tidak gagal kehatihatian tetap jaga sisi kucur nya cadang perban cadang kurang mampu tahan jadi krisis kurang kondisi tidak semata masalah negeri aku faktor global pengaruh jadi ancam krisis tidak pasti tidak jadi mungkin jadi hati hati tingkat cadang jangan sematamata pandang cadang sebut uang nganggur,Negatif
"Semoga mensejahterakan rakyat, terutama menengah kebawah... Gini dunk menkeu itu, bukannya cm bisa narik pajak ke rakyat, tapi hutang jg makin menumpuk",moga sejahtera rakyat utama tengah ke bawah begini dong menteri uang bukan cuma tarik pajak rakyat utang makin tumpuk,Positif
"Sebenernya ga perlu di suntik likuiditas bank masih banyak kalau cuma angka 200 T , bank tinggal bemer bemer serius aja mau cari debitur yang potensi terutama di kalangan menengah kebawah , dan yg penting monitornya dan yg penting lagi jgn main main kasih kredit bicarakan betul betul ama debitur jgn akal akalan cash flow",benar tidak perlu salur suntik likuiditas bank banyak kalau cuma angka bank tinggal bemer bemer serius mau cari debitur potensi utama salur kalang tengah ke bawah penting monitor penting jangan main main beri kredit bicara betul betul saling debitur jangan akal akal cash flow,Negatif
"Jangan Lupa Juga Pak, Kredit Macet Bagi Kalangan Menengah kebawah Tu di Bebaskan 😂",jangan lupa pak kredit macet kalang tengah ke bawah salur bebas,Netral
"Tpi memang kredit buat umkm kmaren2 susah bgt,uangnya gak turun2  Semoga skrng lebih mudah jdi buat modal masyarakat bisa jg utk membuka lapangan krj  Bgus nih",memang kredit buat umkm kemarin susah banget uang tidak turun moga sekarang lebih moga jadi buat modal masyarakat buka lapang krj bagus,Positif
"setuju dengan pendapat Pak perbaya yg menumbuhkan ekonomi kerakyatan itu ApBN yg di salurkan ke bank, agar uang mengalir bukan malah membuat anggaran inflastuktur. memang pembangunan itu penting tapi jika ekonomi sudah tumbuh baru membangun",tuju dapat pak purbaya tumbuh ekonomi rakyat apbn salur salur bank uang alir bukan malah buat anggar infrastruktur memang bangun penting ekonomi tumbuh baru bangun,Positif
Kita wait and see dulu.. semua plus minus nya,wait and se dulu semua plus minus nya,Netral
Sdh mita mau buat ode ode utk beli uuuu dena ijaru ijaru oleh mi,mita mau buat ode ode beli lo dena ijaru ijaru mi,Netral
"Yang saya tau sekarang masyarakat mau pinjam di bank sangat sulit dan di persulit,itu di semua bank,bagiamana masyarakat bisa memulai usaha kalau permodalan di persulit.saya yakin ini hanya omon""aja Ndak ada buktinya",tahu sekarang masyarakat mau pinjam salur bank sangat sulit salur sulit salur semua bank bagiamana masyarakat mulai usaha kalau modal salur persulitsaya yakin omon indak bukti,Negatif
Semoga saja sektor swasta mau Ambil kredit untuk membuka usaha baru biar tercipta lapangan pekerjaan,moga sektor swasta mau ambil kredit buka usaha baru biar cipta lapang kerja,Netral
"Sangat sangat beda Jurus SM cuma hutang, naikan pajak rakyat kecil, hamburkan anggaran untuk fasilitas pejabat ..",sangat sangat beda jurus saling cuma utang naik pajak rakyat kecil hambur anggar fasilitas jabat,Positif
Gebrakan menkeu baru yg mnggelintarkan dana ke himbara utk memacu sektor riil shg bs menghidupkan roda ekonomi baru omon² scr teori Hasilnya di lap bs berbeda krn tak smudah itu apalagi kondisi lg krisis di bbg aspek akibat ulah ugal² si raja ngibul yg menghancurkan nkri  Duit 200 T yg digelontorkan ke himbara blm tentu bs diserap sektor riil yg lg kolaps krn bbg faktor yg butuh solusi tdk hnya dr regulasi & kbijakan dr sektor keuangan tp perlu koordinasi dr sektor/kmentrian lain agar ekonomi mnggeliat  Dikhawatirkan bila dana 200T tsb tak bs disalurkan maka oleh himbara akan dibelikan kpd sbn dll  yg lbh aman dg bunga mnguntungkan Jd akan mubazir & bbg resiko lain yg akan terdampak shg malah mnjd bumerang & beban negara  Tdk mnyelsaikan masalah tp malah membuat masalah baru,gebrak menteri uang baru gelontor dana himbara pacu sektor riil hidup roda ekonomi baru omon teori hasil salur lapang beda tak mudah kondisi krisis salur bagai aspek akibat ulah ugal sih raja ngibul hancur nkri duit kucur himbara belum serap sektor riil kolaps bagai faktor butuh solusi tidak regulasi bijak sektor uang perlu koordinasi sektorkmentrian ekonomi geliat khawatir bila dana sebut tak salur himbara beli sbn dulu lebih aman bunga untung jadi mubazir bagai risiko dampak malah jadi bumerang beban negara tidak selesai masalah malah buat masalah baru,Negatif
Santai ini Mentri yg baru,santai menteri baru,Netral
"Sri Mulyani ngak pernah terbuka soal uang di BI,,,cuma minta naikin pajak,,,kenapa ngak dari dulu diganti,,,Qt ngak susah,,gajinya juga sangat tinggi,,",sri mulyani tidak pernah buka soal uang salur bi cuma minta naikin pajak tidak dulu ganti tidak susah gaji sangat tinggi,Positif
Kali ini saya setuju.karwna selama ini mengajukan kredit di bank sangat Susah.dengan kebijakan ini auto bank km cari nasabah untuk menyalurkan kredit.,kali setujukarwna lama aju kredit salur bank sangat susahdengan bijak auto bank kamu cari nasabah salur kredit,Positif
Uang nya dari minjam luar negeri  apa dari mana ini??? Atau uang  dari gaji anggota pejabat yang di potong?,uang nya minjam luar negeri apa mana uang gaji anggota jabat salur potong,Netral
Pa kenapa pake topi ga pake Peci,apa pakai topi tidak pakai peci,Netral
"kami ats nama rakyat indonesia sangat2 berharap kpd bpk presiden prabowo,segera pecat semua mentri2 ttpn mulyono.ats perhatian bpk presiden kpd bangsa/negara kami rakyat indonesia mendoakan semoga bpk presiden sllu dlm lndgn ALLAH amin amin amin yarabbal alamin",atas nama rakyat indonesia sangat harap bapak presiden prabowo segera pecat semua menteri titip mulyonoats perhati bapak presiden bangsanegara rakyat indonesia doa moga bapak presiden selalu lindung allah amin amin amin ya rabbal alamin,Netral
Sales IMF dan world bank akhir nya lengserr,sales imf world bank akhir nya lengser,Positif
Tuh yg mau ngutang sama bank buat usaha pasti di kasih....😅😅,mau utang saling bank buat usaha salur beri,Positif
permintaan keridmah banyak cuman kebijakan daribank ketat karna kurang modal ... memang uang itu harus berputar bukan di simpan...karna kalau di simpan  keuntungannuya buat korupsi petinggi2... akhirnya rakyat yg menderita ... sekarang bagus gebragannya di bagikan ke rakyat buat modal dagang... ekonomi insyaalloh akan membaik di bawah....,minta keridmah banyak cuma bijak daribank ketat kurang modal memang uang putar bukan salur simpan kalau salur simpan keuntungannuya buat korupsi petinggi akhir rakyat derita sekarang bagus gebragannya salur bagi rakyat buat modal dagang ekonomi insyaalloh baik salur bawah,Positif
kalau bunga bangnya meringankan negara ya aman banyak yg kredit tp klo mahal ya sama saja😀. minat beli masyarakat yg kurang menyebabkan ekonomi jatuh,kalau bunga bank ringan negara nya aman banyak kredit kalau mahal nya saling minat beli masyarakat kurang sebab ekonomi jatuh,Negatif
"Sudah ada penjelasan lengkap menkeu pak purbaya terkait dampak pemindahan dana tsb terhadap inflasi. Yg jelas supply likuiditas sudah disiapkan tinggal pelaku usaha saja mengajukan kredit untuk ekspansi usahanya supaya lapangan pekerjaan semakin bertambah yg akhirnya akan berdampak ke daya beli masyarakat secara umum. Terkait resiko NPL itu sdh pasti kewajiban perbankan himbara melakukan mitigasi resiko kreditnya, baik dgn adanya tambahan 200T ini ataupun tidak ada hal ini sdh menjadi SOP wajib perbankan pastinya.",jelas lengkap menteri uang pak purbaya kait dampak pindah dana sebut inflasi jelas supply likuiditas siap tinggal laku usaha aju kredit ekspansi usaha lapang kerja makin tambah akhir dampak daya beli masyarakat umum kait risiko npl wajib perban himbara laku mitigasi risiko kredit baik ada tambah atau tidak jadi sop wajib perban pasti,Positif
Bapak ini jelas beda cara menyokong ekonomi yang lesu dengan cara ide ide baru dengan suntikan... ya itu pemerintah bantu manufacturing yg bangkrut..,bapak jelas beda cara sokong ekonomi lesu cara ide ide baru sunti nya perintah bantu manufacturing bangkrut,Positif
"Ga banyak Basabasi, Namun Pasti .. ini Menkeu kita yg sekarang ini.. sangat Jauh Dari menkeu yg sebelumnya ❤ bravo Pak sukses ❤",tidak banyak basabasi menteri uang sekarang sangat jauh menteri uang belum bravo pak sukses,Positif
Bayangkan uang 200 trilllll seberapa ya 😂😂,bayang uang tril berapa nya,Netral
Tapii kami jualan nya nggak laku pak  gimna kita mau nyicil utang ke Bank,jual nya tidak laku pak bagaimana mau cicil utang bank,Negatif
"Pak pur "" KEREN""",pak purbaya keren,Positif
"mau dikasih ke bank juga pun kalau tidak ada demand maka akan menjadi deflasi makin besar malah memberatkan bank. masalahnya investor bukanlah hanya pada stimulus ekonomi, tapi juga pada hukum dan ormas-ormas pemalak juga kompetisi teknologi dan inovasi ekonomi indonesia dengan vietnam.",mau kasih bank kalau tidak minta jadi deflasi makin besar malah berat bank masalah investor bukan stimulus ekonomi hukum ormasormas malak kompetisi teknologi inovasi ekonomi indonesia vietnam,Negatif
"Dari dulu paket stimilus ga tau kemana lari nya, bank juga alergi sama umkm, umkm pun ngga maju maju ngga bisa nambah karyawan gara gara modal kerja ngga ada",dulu paket stimilus tidak tahu lari nya bank alergi saling umkm umkm tidak maju maju tidak tambah karyawan gara gara modal kerja tidak,Negatif
Batuan untuk masyarakat  kawAu tidak kawal dgn ketat dana banyak di seliwikan banyak tikos tikos nya,batu masyarakat kawau tidak kawal ketat dana banyak salur seliwikan banyak tikos tikos nya,Negatif
"Akan ada peningkatan permintaan kredit jika bunga yang ditawarkan rendah, karena saat ini kami para pelaku UMKM  survive  dan menahan diri untuk pengajuan kredit.",tingkat minta kredit bunga tawar rendah laku umkm survive tahan diri aju kredit,Positif
Menkeu bertugas mnyediakan uang di bank. Tp. Ada menko.yg ngatur koordinasi dgn pihak kl.terkait.😊,menteri uang tugas sedia uang salur bank menkoyg atur koordinasi pihak klterkait,Netral
Pak Purbaya ❤👍👍,pak purbaya,Positif
"Ini kewajiban negara untuk kembalikan uang ke rakyat bukan dipegang , seperti ada maksud  rakyat tertekan ekonomi nya oleh rezim yg lalu",wajib negara kembali uang rakyat bukan pegang maksud rakyat tekan ekonomi nya rezim lalu,Positif
"kalo aset koruptor di sita , bukan hanya 200 T tp banyak T.T yg bisa di gelontorkan",kalau aset koruptor salur sita bukan banyak triliun salur gelontor,Netral
Gak penting mo madzab apapun yang penting mengutamakan rakyat membantu rakyat dan pro rakyat. Titik....,tidak penting mau madzab apa penting utama rakyat bantu rakyat pro rakyat titik,Netral
"Sri mulyani madzabnya si Mulyono,  Tukang hutang negara, pemungut pajak yg membeni rakyatnya  😂😂😂",sri mulyani madzabnya sih mulyono tukang utang negara mungut pajak beni rakyat,Positif
Harusnya nanti ada audit AUP khusus penggunaan dana 200T di himbara. Kalo kaga disalurkan seenaknya.. bisa jadi ke oligarki larinya ga ke rakyat kalo kecolongan..,harus audit aup khusus guna dana salur himbara kalau salur enak jadi oligarki lari tidak rakyat kalau colong,Negatif
Jgn lupa perampasan aset KORUP JGN DILUPAKAN INI MENDUKUNG EKONOMI KITA,jangan lupa ampas aset korupsi jangan lupa dukung ekonomi,Netral
Mudah2an gak dibeli bitcoin😂,mogamoga tidak beli bitcoin,Netral
"Siip pak..,semoga bunga banknya rendah iya pak..supaya buat modal usaha pak..,",sip pak moga bunga bank rendah iya pak buat modal usaha pak,Positif
Saya setuju dgn bung Bima jika dana dari BI di gelontorkn ke BANK2 pemerintah yg di kawatirkan permintaan kredit masih lemah ekonomi di sektir riell tak akn bergerak itu di takutkan.,tuju bung bima dana bi salur gelontorkn bank perintah salur kawatirkan minta kredit lemah ekonomi salur sektir riil tak gerak salur takut,Negatif
